"date","contributor_type","contributor_names","contributor_severity_pct","contributor_severity_label"
"2003-01-02","Trees","","0.0","L=0-14"
"2003-01-02","Grass","","0.0","L=0-4"
"2003-01-02","Weeds","","0.0","L=0-9"
"2003-01-03","Trees","JUNIPER","1.6666666666667","L=0-14"
"2003-01-03","Grass","","0.0","L=0-4"
"2003-01-03","Weeds","","0.0","L=0-9"
"2003-01-06","Trees","JUNIPER, PINE","3.3333333333332997","L=0-14"
"2003-01-06","Grass","","0.0","L=0-4"
"2003-01-06","Weeds","","0.0","L=0-9"
"2003-01-07","Trees","","0.0","L=0-14"
"2003-01-07","Grass","","0.0","L=0-4"
"2003-01-07","Weeds","RAGWEED","2.5","L=0-9"
"2003-01-08","Trees","PINE","1.6666666666667","L=0-14"
"2003-01-08","Grass","","0.0","L=0-4"
"2003-01-08","Weeds","RAGWEED","10.0","L=0-9"
"2003-01-09","Trees","","0.0","L=0-14"
"2003-01-09","Grass","","0.0","L=0-4"
"2003-01-09","Weeds","","0.0","L=0-9"
"2003-01-10","Trees","JUNIPER","1.6666666666667","L=0-14"
"2003-01-10","Grass","","0.0","L=0-4"
"2003-01-10","Weeds","","0.0","L=0-9"
"2003-01-13","Trees","PINE","1.6666666666667","L=0-14"
"2003-01-13","Grass","","0.0","L=0-4"
"2003-01-13","Weeds","","0.0","L=0-9"
"2003-01-14","Trees","","0.0","L=0-14"
"2003-01-14","Grass","","0.0","L=0-4"
"2003-01-14","Weeds","","0.0","L=0-9"
"2003-01-15","Trees","","0.0","L=0-14"
"2003-01-15","Grass","","0.0","L=0-4"
"2003-01-15","Weeds","RAGWEED","5.0","L=0-9"
"2003-01-16","Trees","","0.0","L=0-14"
"2003-01-16","Grass","","0.0","L=0-4"
"2003-01-16","Weeds","RAGWEED","2.5","L=0-9"
"2003-01-17","Trees","","0.0","L=0-14"
"2003-01-17","Grass","","0.0","L=0-4"
"2003-01-17","Weeds","","0.0","L=0-9"
"2003-01-20","Trees","","0.0","L=0-14"
"2003-01-20","Grass","","0.0","L=0-4"
"2003-01-20","Weeds","RAGWEED","2.5","L=0-9"
"2003-01-21","Trees","JUNIPER","1.6666666666667","L=0-14"
"2003-01-21","Grass","","0.0","L=0-4"
"2003-01-21","Weeds","","0.0","L=0-9"
"2003-01-22","Trees","JUNIPER","1.6666666666667","L=0-14"
"2003-01-22","Grass","","0.0","L=0-4"
"2003-01-22","Weeds","","0.0","L=0-9"
"2003-01-24","Trees","","0.0","L=0-14"
"2003-01-24","Grass","","0.0","L=0-4"
"2003-01-24","Weeds","","0.0","L=0-9"
"2003-01-27","Trees","","0.0","L=0-14"
"2003-01-27","Grass","","0.0","L=0-4"
"2003-01-27","Weeds","","0.0","L=0-9"
"2003-01-28","Trees","","0.0","L=0-14"
"2003-01-28","Grass","","0.0","L=0-4"
"2003-01-28","Weeds","","0.0","L=0-9"
"2003-01-29","Trees","ALDER, JUNIPER","5.0","L=0-14"
"2003-01-29","Grass","","0.0","L=0-4"
"2003-01-29","Weeds","RAGWEED","5.0","L=0-9"
"2003-01-30","Trees","","0.0","L=0-14"
"2003-01-30","Grass","","0.0","L=0-4"
"2003-01-30","Weeds","","0.0","L=0-9"
"2003-01-31","Trees","","0.0","L=0-14"
"2003-01-31","Grass","","0.0","L=0-4"
"2003-01-31","Weeds","","0.0","L=0-9"
"2003-02-03","Trees","ALDER, JUNIPER, ELM","26.666666666667","M=15-89"
"2003-02-03","Grass","GRASS","5.0","L=0-4"
"2003-02-03","Weeds","","0.0","L=0-9"
"2003-02-04","Trees","ALDER, ELM, JUNIPER, MAPLE, BIRCH","36.666666666667","M=15-89"
"2003-02-04","Grass","GRASS","5.0","L=0-4"
"2003-02-04","Weeds","RAGWEED","5.0","L=0-9"
"2003-02-05","Trees","ALDER, JUNIPER","13.333333333333002","L=0-14"
"2003-02-05","Grass","GRASS","5.0","L=0-4"
"2003-02-05","Weeds","RAGWEED","2.5","L=0-9"
"2003-02-06","Trees","JUNIPER, ELM, ALDER, MAPLE, BIRCH","51.418439716312","H=90-1499"
"2003-02-06","Grass","GRASS","5.0","L=0-4"
"2003-02-06","Weeds","","0.0","L=0-9"
"2003-02-07","Trees","JUNIPER","1.6666666666667","L=0-14"
"2003-02-07","Grass","","0.0","L=0-4"
"2003-02-07","Weeds","","0.0","L=0-9"
"2003-02-12","Trees","ALDER, JUNIPER, ASH","28.666666666667","M=15-89"
"2003-02-12","Grass","GRASS","20.0","L=0-4"
"2003-02-12","Weeds","RAGWEED","2.5","L=0-9"
"2003-02-13","Trees","ALDER, ASH, JUNIPER, ELM","25.0","M=15-89"
"2003-02-13","Grass","GRASS","5.0","L=0-4"
